date,rank,matchup_en,market,side_en,kind,price,raw_ev,expected,pnl
2026-08-29,5,Houston Astros @ New York Mets,讓球,New York Mets -0.775,讓分,0.95,-0.005,0.0017000000000000001,0.95
2026-08-29,6,Philadelphia Phillies @ Los Angeles Angels,大小,小 8,小分,0.94,-0.0009,-0.0009,0.94
2026-08-29,7,Kansas City Royals @ Cleveland Guardians,讓球,Kansas City Royals +1,受讓,0.95,0.011000000000000001,-0.0018,0.95
2026-08-29,8,Kansas City Royals @ Cleveland Guardians,大小,小 8,小分,0.94,-0.004,-0.004,-1.0
2026-08-29,9,Philadelphia Phillies @ Los Angeles Angels,讓球,Los Angeles Angels +1.9,受讓,0.95,-0.0003,-0.0053,-0.19999999999999996
2026-08-29,10,Baltimore Orioles @ Athletics,大小,小 9.8,小分,0.94,-0.0073,-0.0073,0.94
2026-08-30,1,Miami Marlins @ Washington Nationals,讓球,Washington Nationals +0.675,受讓,0.95,0.0374,0.0329,-1.0
2026-08-30,2,Cincinnati Reds @ Chicago Cubs,讓球,Chicago Cubs -0.85,讓分,0.95,0.0199,0.028399999999999998,-1.0
2026-08-30,3,San Diego Padres @ Tampa Bay Rays,大小,小 7.25,小分,0.94,0.0044,0.0044,-1.0
2026-08-30,4,Cincinnati Reds @ Chicago Cubs,大小,小 9.3,小分,0.94,0.0003,0.0003,-1.0
2026-08-30,5,Houston Astros @ New York Mets,大小,大 8.8,大分,0.94,-0.0012,-0.0012,0.376
2026-08-30,6,Miami Marlins @ Washington Nationals,大小,小 9.2,小分,0.94,-0.009899999999999999,-0.009899999999999999,0.94
2026-08-30,7,Philadelphia Phillies @ Los Angeles Angels,讓球,Los Angeles Angels +1.6,受讓,0.95,0.01,-0.01,-1.0
2026-08-30,8,Seattle Mariners @ Toronto Blue Jays,讓球,Toronto Blue Jays +1,受讓,0.95,0.0007000000000000001,-0.0121,0.95
2026-08-30,9,Houston Astros @ New York Mets,讓球,New York Mets -0.675,讓分,0.95,-0.0165,-0.0123,-1.0
2026-08-30,10,Baltimore Orioles @ Athletics,大小,小 10.2,小分,0.94,-0.0127,-0.0127,-1.0
2026-08-31,1,New York Mets @ Tampa Bay Rays,讓球,New York Mets +1.225,受讓,0.95,0.0336,0.015300000000000001,0.95
2026-08-31,2,Seattle Mariners @ Boston Red Sox,大小,大 7.55,大分,0.94,0.0003,0.0003,0.94
2026-08-31,3,San Francisco Giants @ Atlanta Braves,讓球,San Francisco Giants +1.125,受讓,0.95,0.0152,-0.0006,0.95
2026-08-31,4,Chicago White Sox @ Houston Astros,讓球,Houston Astros -0.75,讓分,0.95,-0.0089,-0.0028000000000000004,0.95
2026-08-31,5,Seattle Mariners @ Boston Red Sox,讓球,Seattle Mariners +1.125,受讓,0.95,0.0073,-0.0085,0.2375
2026-08-31,6,New York Yankees @ Los Angeles Angels,讓球,Los Angeles Angels +1.05,受讓,0.95,0.0051,-0.0089,0.95
2026-08-31,7,Chicago White Sox @ Houston Astros,大小,小 8.4,小分,0.94,-0.0092,-0.0092,-1.0
2026-08-31,8,San Diego Padres @ Cincinnati Reds,讓球,Cincinnati Reds +1.175,受讓,0.95,0.0072,-0.009899999999999999,-1.0
2026-08-31,9,Detroit Tigers @ Minnesota Twins,大小,小 8.4,小分,0.94,-0.0143,-0.0143,-1.0
2026-08-31,10,Philadelphia Phillies @ Arizona Diamondbacks,讓球,Arizona Diamondbacks +0.75,受讓,0.95,-0.0084,-0.0148,-0.5
2026-09-01,1,New York Yankees @ Los Angeles Angels,讓球,Los Angeles Angels +1.6,受讓,0.95,0.0377,0.0178,-1.0
2026-09-01,2,Seattle Mariners @ Boston Red Sox,大小,大 7,大分,0.94,0.0032,0.0032,0.94
2026-09-01,3,Chicago White Sox @ Houston Astros,大小,小 8.55,小分,0.94,-0.0,-0.0,0.94
2026-09-01,4,San Francisco Giants @ Pittsburgh Pirates,大小,小 7.65,小分,0.94,-0.0004,-0.0004,-1.0
2026-09-01,5,Milwaukee Brewers @ Chicago Cubs,大小,大 9.95,大分,0.94,-0.0006,-0.0006,0.94
2026-09-01,6,Atlanta Braves @ Washington Nationals,讓球,Atlanta Braves -1.5,讓分,0.95,-0.0313,-0.0064,-1.0
2026-09-01,7,Miami Marlins @ Kansas City Royals,讓球,Kansas City Royals -0.625,讓分,0.95,-0.0096,-0.006500000000000001,-1.0
2026-09-01,8,San Francisco Giants @ Pittsburgh Pirates,讓球,Pittsburgh Pirates -1,讓分,0.95,-0.0222,-0.0101,0.0
2026-09-01,9,Seattle Mariners @ Boston Red Sox,讓球,Boston Red Sox -0.675,讓分,0.95,-0.0146,-0.0103,-1.0
2026-09-01,10,Milwaukee Brewers @ Chicago Cubs,讓球,Chicago Cubs -0.75,讓分,0.95,-0.0191,-0.0131,-1.0
